HTTPClient HTTPClient
org.eclipse.gmf.runtime.diagram.ui.providers ide
org.eclipse.gmf.runtime.diagram.ui.resources editor
org.eclipse.gmf.runtime.diagram.ui.resources.editor ide
org.eclipse.gmf.runtime.draw2d ui
org.eclipse.gmf.runtime.draw2d.ui render
org.eclipse.gmf.runtime.draw2d.ui.render awt
org.eclipse.gmf.runtime.emf core
org.eclipse.gmf.runtime.emf ui
org.eclipse.gmf.runtime.emf.clipboard core
org.eclipse.gmf.runtime.emf.commands core
org.eclipse.gmf.runtime.emf.type core
org.eclipse.gmf.runtime.emf.type ui
org.eclipse.gmf.runtime.emf.ui properties
org.eclipse.gmf.runtime.gef ui
org.eclipse.gmf.runtime.notation edit
org.eclipse.gmf.runtime.notation providers
org.eclipse.gmf.tooldef edit
org.eclipse.hyades.probekit.doc user
org.eclipse.jdt.apt.pluggable core
org.eclipse.jdt.compiler tool
org.eclipse.jdt.launching macosx
org.eclipse.jdt.source.macosx.carbon ppc
org.eclipse.jem beaninfo
org.eclipse.jem proxy
org.eclipse.jem ui
org.eclipse.jem util
org.eclipse.jem workbench
org.eclipse.jet core
org.eclipse.jet doc
org.eclipse.jet examples
org.eclipse.jet source
org.eclipse.jet ui
org.eclipse.jsch core
org.eclipse.jsch ui
org.eclipse.jst j2ee
org.eclipse.jst jee
org.eclipse.jst pagedesigner
org.eclipse.jst ws
org.eclipse.jst.common frameworks
org.eclipse.jst.common.annotations controller
org.eclipse.jst.common.annotations core
org.eclipse.jst.common.annotations ui
org.eclipse.jst.common.project.facet core
org.eclipse.jst.ejb ui
org.eclipse.jst.ejb.doc user
org.eclipse.jst.j2ee core
org.eclipse.jst.j2ee ejb
org.eclipse.jst.j2ee infopop
org.eclipse.jst.j2ee jca
org.eclipse.jst.j2ee ui
org.eclipse.jst.j2ee web
org.eclipse.jst.j2ee webservice
org.eclipse.jst.j2ee.doc user
org.eclipse.jst.j2ee.ejb.annotation model
org.eclipse.jst.j2ee.ejb.annotations emitter
org.eclipse.jst.j2ee.ejb.annotations ui
org.eclipse.jst.j2ee.ejb.annotations xdoclet
org.eclipse.jst.j2ee.jca ui
org.eclipse.jst.j2ee.navigator ui
org.eclipse.jst.j2ee.webservice ui
org.eclipse.jst.j2ee.xdoclet runtime
org.eclipse.jst.jee ejb
org.eclipse.jst.jee ui
org.eclipse.jst.jee web
org.eclipse.jst.jsf common
org.eclipse.jst.jsf core
org.eclipse.jst.jsf facesconfig
org.eclipse.jst.jsf ui
org.eclipse.jst.jsf.common ui
org.eclipse.jst.jsf.doc user
org.eclipse.jst.jsf.facesconfig ui
org.eclipse.jst.jsf.standard tagsupport
org.eclipse.jst.jsp core
org.eclipse.jst.jsp ui
org.eclipse.jst.jsp.ui infopop
org.eclipse.jst.pagedesigner.jsf ui
org.eclipse.jst.pagedesigner.jsp core
org.eclipse.jst.server core
org.eclipse.jst.server installable
org.eclipse.jst.server ui
org.eclipse.jst.server.generic core
org.eclipse.jst.server.generic jboss
org.eclipse.jst.server.generic jonas
org.eclipse.jst.server.generic oc4j
org.eclipse.jst.server.generic ui
org.eclipse.jst.server.preview adapter
org.eclipse.jst.server.tomcat core
org.eclipse.jst.server.tomcat ui
org.eclipse.jst.server.ui infopop
org.eclipse.jst.server.ui.doc user
org.eclipse.jst.server.websphere core
org.eclipse.jst.servlet ui
org.eclipse.jst.servlet.ui infopop
org.eclipse.jst.standard schemas
org.eclipse.jst.ws consumption
org.eclipse.jst.ws infopop
org.eclipse.jst.ws uddiregistry
org.eclipse.jst.ws ui
org.eclipse.jst.ws.axis infopop
org.eclipse.jst.ws.axis.consumption core
org.eclipse.jst.ws.axis.consumption ui
org.eclipse.jst.ws.axis.creation ui
org.eclipse.jst.ws.axis.ui.doc user
org.eclipse.jst.ws.axis2 core
org.eclipse.jst.ws.axis2 ui
org.eclipse.jst.ws.axis2.consumption core
org.eclipse.jst.ws.axis2.consumption ui
org.eclipse.jst.ws.axis2.creation core
org.eclipse.jst.ws.axis2.creation ui
org.eclipse.jst.ws.consumption infopop
org.eclipse.jst.ws.consumption ui
org.eclipse.jst.ws.consumption.ui.doc user
org.eclipse.jst.ws.creation ui
org.eclipse.jst.ws.creation.ejb ui
org.eclipse.jst.ws.doc user
org.eclipse.mylar doc
org.eclipse.mylar ide
org.eclipse.mylar java
org.eclipse.mylar resources
org.eclipse.mylar team
org.eclipse.mylar web
org.eclipse.mylar.bugzilla core
org.eclipse.mylar.bugzilla ui
org.eclipse.mylar.context core
org.eclipse.mylar.context ui
org.eclipse.mylar.jira core
org.eclipse.mylar.jira ui
org.eclipse.mylar.monitor core
org.eclipse.mylar.monitor ui
org.eclipse.mylar.monitor usage
org.eclipse.mylar.tasks core
org.eclipse.mylar.tasks ui
org.eclipse.mylar.tasks web
org.eclipse.mylar.trac core
org.eclipse.mylar.trac ui
org.eclipse.mylyn compatibility
org.eclipse.mylyn.bugzilla core
org.eclipse.mylyn.bugzilla ide
org.eclipse.mylyn.bugzilla ui
org.eclipse.mylyn.context core
org.eclipse.mylyn.context ui
org.eclipse.mylyn.help ui
org.eclipse.mylyn.ide ant
org.eclipse.mylyn.ide ui
org.eclipse.mylyn.java ui
org.eclipse.mylyn.jira core
org.eclipse.mylyn.jira ui
org.eclipse.mylyn.monitor core
org.eclipse.mylyn.monitor ui
org.eclipse.mylyn.pde ui
org.eclipse.mylyn.resources ui
org.eclipse.mylyn.tasks core
org.eclipse.mylyn.tasks ui
org.eclipse.mylyn.team cvs
org.eclipse.mylyn.team ui
org.eclipse.mylyn.trac core
org.eclipse.mylyn.trac ui
org.eclipse.mylyn.web core
org.eclipse.mylyn.web ui
org.eclipse.mylyn.wikitext wikitext
org.eclipse.mylyn.wikitext wikitext.confluence
org.eclipse.mylyn.wikitext wikitext.mediawiki
org.eclipse.mylyn.wikitext wikitext.textile
org.eclipse.mylyn.wikitext wikitext.tracwiki
org.eclipse.mylyn.wikitext wikitext.twiki
org.eclipse.ocl doc
org.eclipse.ocl ecore
org.eclipse.ocl source
org.eclipse.ocl uml
org.eclipse.ocl.uml source
org.eclipse.osgi jmx
org.eclipse.pde.ui templates
org.eclipse.persistence javax.persistence
org.eclipse.platform.source.linux.gtk ppc
org.eclipse.platform.source.linux.gtk x86
org.eclipse.platform.source.linux.gtk x86_64
org.eclipse.platform.source.macosx.carbon ppc
org.eclipse.platform.source.solaris.gtk sparc
org.eclipse.platform.source.win32.wpf x86
org.eclipse.rap org.eclipse.rap.jface
org.eclipse.rap org.eclipse.rap.rwt
org.eclipse.rap org.eclipse.rap.rwt.q07
org.eclipse.rcp.source.aix.motif ppc
org.eclipse.rcp.source.linux.gtk ppc
org.eclipse.rcp.source.linux.gtk x86
org.eclipse.rcp.source.linux.gtk x86_64
org.eclipse.rcp.source.macosx.carbon ppc
org.eclipse.rcp.source.solaris.gtk sparc
org.eclipse.rcp.source.win32.wpf x86
org.eclipse.swt jmx
org.eclipse.swt.carbon macosx
org.eclipse.swt.gtk.linux ppc
org.eclipse.swt.gtk.linux x86
org.eclipse.swt.gtk.linux x86_64
org.eclipse.swt.gtk.solaris sparc
org.eclipse.swt.motif.aix ppc
org.eclipse.swt.wpf.win32 x86
org.eclipse.ui carbon
org.eclipse.ui net
org.eclipse.ui.ide application
org.eclipse.uml2 common
org.eclipse.uml2 diagram
org.eclipse.uml2 doc
org.eclipse.uml2 examples
org.eclipse.uml2 source
org.eclipse.uml2 uml
org.eclipse.uml2.codegen ecore
org.eclipse.uml2.codegen.ecore ui
org.eclipse.uml2.common edit
org.eclipse.uml2.diagram activity
org.eclipse.uml2.diagram clazz
org.eclipse.uml2.diagram codegen
org.eclipse.uml2.diagram common
org.eclipse.uml2.diagram component
org.eclipse.uml2.diagram def
org.eclipse.uml2.diagram parser
org.eclipse.uml2.diagram profile
org.eclipse.uml2.diagram source
org.eclipse.uml2.diagram statemachine
org.eclipse.uml2.diagram.codegen edit
org.eclipse.uml2.examples source
org.eclipse.uml2.examples.uml ui
org.eclipse.uml2.uml edit
org.eclipse.uml2.uml editor
org.eclipse.uml2.uml resources
org.eclipse.uml2.uml.ecore exporter
org.eclipse.uml2.uml.ecore importer
org.eclipse.uml2tools doc
org.eclipse.update.core linux
org.eclipse.wst validation
org.eclipse.wst web
org.eclipse.wst ws
org.eclipse.wst wsdl
org.eclipse.wst wsi
org.eclipse.wst.command env
org.eclipse.wst.command.env core
org.eclipse.wst.command.env infopop
org.eclipse.wst.command.env ui
org.eclipse.wst.command.env.doc user
org.eclipse.wst.common core
org.eclipse.wst.common emf
org.eclipse.wst.common environment
org.eclipse.wst.common frameworks
org.eclipse.wst.common infopop
org.eclipse.wst.common modulecore
org.eclipse.wst.common snippets
org.eclipse.wst.common ui
org.eclipse.wst.common uriresolver
org.eclipse.wst.common.emfworkbench integration
org.eclipse.wst.common.frameworks ui
org.eclipse.wst.common.project.facet core
org.eclipse.wst.common.project.facet ui
org.eclipse.wst.common.ui properties
org.eclipse.wst.css core
org.eclipse.wst.css ui
org.eclipse.wst.doc user
org.eclipse.wst.dtd core
org.eclipse.wst.dtd ui
org.eclipse.wst.dtd.ui infopop
org.eclipse.wst.dtdeditor.doc user
org.eclipse.wst.html core
org.eclipse.wst.html ui
org.eclipse.wst.html.ui infopop
org.eclipse.wst.internet cache
org.eclipse.wst.internet.monitor core
org.eclipse.wst.internet.monitor ui
org.eclipse.wst.javascript core
org.eclipse.wst.javascript ui
org.eclipse.wst.javascript.ui infopop
org.eclipse.wst.server core
org.eclipse.wst.server preview
org.eclipse.wst.server ui
org.eclipse.wst.server.http core
org.eclipse.wst.server.http ui
org.eclipse.wst.server.preview adapter
org.eclipse.wst.server.ui infopop
org.eclipse.wst.server.ui.doc user
org.eclipse.wst.sse core
org.eclipse.wst.sse ui
org.eclipse.wst.sse.doc user
org.eclipse.wst.sse.ui infopop
org.eclipse.wst.standard schemas
org.eclipse.wst.validation infopop
org.eclipse.wst.validation ui
org.eclipse.wst.web ui
org.eclipse.wst.web.ui infopop
org.eclipse.wst.webtools.doc user
org.eclipse.wst.ws explorer
org.eclipse.wst.ws infopop
org.eclipse.wst.ws parser
org.eclipse.wst.ws ui
org.eclipse.wst.wsdl ui
org.eclipse.wst.wsdl validation
org.eclipse.wst.wsdl.ui.doc user
org.eclipse.wst.wsi ui
org.eclipse.wst.wsi.ui.doc user
org.eclipse.wst.xml core
org.eclipse.wst.xml ui
org.eclipse.wst.xml.ui infopop
org.eclipse.wst.xmleditor.doc user
org.eclipse.wst.xsd core
org.eclipse.wst.xsd ui
org.eclipse.wst.xsdeditor.doc user
org.eclipse.wtp wsdl
org.eclipse.xsd cheatsheets
org.eclipse.xsd doc
org.eclipse.xsd edit
org.eclipse.xsd editor
org.eclipse.xsd mapping
org.eclipse.xsd source
org.eclipse.xsd.ecore converter
org.eclipse.xsd.ecore exporter
org.eclipse.xsd.ecore importer
org.eclipse.xsd.mapping editor
org.eclipselabs.osgi-http-service-utils org.eclipselabs.osgi-http-service-utils.api
org.eclipselabs.osgi-http-service-utils org.eclipselabs.osgi-http-service-utils.internal
org.efaps efaps-jetty-maven-plugin
org.efaps.maven maven-efaps-plugin
org.eintr.loglady loglady_2.8.1
org.eintr.loglady loglady_2.8.2
org.eintr.loglady loglady_2.9.0-1
org.eintr.loglady loglady_2.9.1
org.ektorp org.ektorp.android
org.enhydra.xmlc jtidy
org.enhydra.xmlc wireless
org.enhydra.xmlc xhtml
org.enhydra.xmlc xmlc
org.enhydra.xmlc xmlc-all-runtime
org.enhydra.xmlc xmlc-base
org.enhydra.xmlc xmlc-chtml
org.enhydra.xmlc xmlc-taskdef
org.enhydra.xmlc xmlc-voicexml
org.enhydra.xmlc xmlc-wml
org.enhydra.xmlc xmlc-xerces
org.enumerable enumerable-java
org.enumerable enumerable-java-weaver
org.eweb4j eweb4j-all
org.eweb4j eweb4j-dwz
org.eweb4j eweb4j-solidbase
org.eweb4j eweb4j-solidbase-webapp
org.eyrie remctl
org.fictus fictus_2.9.1
org.firebirdsql.jdbc jaybird
org.firebirdsql.jdbc jaybird-jdk15
org.firebirdsql.jdbc jaybird-jdk16
org.firebirdsql.jdbc jaybird-jdk17
org.floggy.3rd.org.eclipse jface
org.floggy.3rd.org.eclipse osgi
org.floggy.3rd.org.eclipse.core jobs
org.floggy.3rd.org.eclipse.core resources
org.floggy.3rd.org.eclipse.core runtime
org.floggy.3rd.org.eclipse.equinox common
org.floggy.3rd.org.eclipse.equinox registry
org.floggy.3rd.org.eclipse.jdt core
org.floggy.3rd.org.eclipse.ui console
org.floggy.3rd.org.eclipse.ui workbench
org.floggy.3rd.org.microemu microemulator
org.fontbox fontbox
org.fortasoft gemfile-maven-plugin
org.freecompany.util util-multicaster
org.freecompany.util util-text
org.freecompany.util util-xml-editor
org.freedesktop.tango tango-icon-theme
org.freehep freehep-psviewer
org.freehep freehep-typed-properties
org.freeswitch.esl.client java-esl-client
org.fusesource.commonman commons-management
org.fusesource.eca eca-project
org.fusesource.rrd4j rrd4j
org.fuzzydb org.fuzzydb.spring
org.fuzzydb org.fuzzydb.test.support
org.gaelyk gaelyk
org.geomajas geomajas-face-common-gwt-all
org.geomajas.project geomajas-project-api-all
org.geomajas.widget geomajas-widget-utility
org.geomajas.widget geomajas-widget-utility-common-gwt
org.geomajas.widget geomajas-widget-utility-gwt
org.geonames georss
org.geoserver preferences
org.geoserver.maven archetype
org.glassfish shoal
org.glassfish-repo.packager hibernate.ips
org.glassfish.api mail
org.glassfish.corba glassfish-corba-asm
org.glassfish.corba glassfish-corba-codegen
org.glassfish.corba glassfish-corba-newtimer
org.glassfish.corba glassfish-corba-orbgeneric
org.glassfish.external opendmk_jdmkrt_jar
org.glassfish.external opendmk_jmxremote_optional_jar
org.glassfish.extras bean-validator
org.glassfish.extras lift-web-fragment
org.glassfish.extras wicket-quickstart-web-fragment
org.glassfish.fighterfish sample.parent-pom
org.glassfish.main cloud-admin
org.glassfish.main paas.spe
org.glassfish.main.flashlight nucleus-flashlight
org.glassfish.main.grizzly nucleus-grizzly
org.glassfish.main.osgi-platforms osgi-console-extensions
org.glassfish.metro gfv2-deployment
org.glassfish.packager.temp jersey
org.glassfish.web jsp-impl
org.glassfish.websocket websocket-bundles
org.glassfish.websocket websocket-tests
org.gparallelizer GParallelizer
org.gparallelizer gparallelizer
org.gradle.api.plugins gradle-android-plugin
org.gradle.api.plugins gradle-gaelyk-plugin
org.grails doc-engine
org.grails grails-datastore-dynamodb
org.grails grails-datastore-gorm-dynamodb
org.grails grails-gradle-plugin
org.graniteds graniteds-docbook-xslt
org.graniteds graniteds-jdocbook-style
org.grlea.log simple-log-rollover
org.grlea.log.adapters simple-log-sl4j
org.groovymud groovymud
org.gwtmultipage gwtmultipage
org.gwtmultipage gwtmultipage-core
org.h2.compress h2-lzf
org.h2database h2database
org.hamcrest hamcrest-all
org.hamcrest hamcrest-api
org.hamcrest hamcrest-generator
org.hammurapi hammurapi
org.hammurapi hammurapi-db
org.hammurapi historyinspector
org.hammurapi historyinspector-db
org.hammurapi historyoutput
org.hammurapi historyoutput-db
org.hdfgroup hdf-java
org.hibernate antlr
org.hibernate hibernate-cglib-repack
org.hibernate hibernate-docbook-xslt
org.hibernate.apache.lucene.solr apache-solr-analyzer
org.hibernate.javax.persistence hibernate-jpa-2.1-api
org.hisrc.hifaces20 hifaces20-demo-dynamicfaces
org.hisrc.hifaces20 hifaces20-demo-helloworld
org.hisrc.hifaces20 hifaces20-demo-messageboard
org.hisrc.hifaces20 hifaces20-demo-orchestra
org.hisrc.hifaces20 hifaces20-demo-selenium
org.hisrc.hifaces20 hifaces20-demos
org.hisrc.hifaces20 hifaces20-ri
org.hisrc.hifaces20 hifaces20-richfaces
org.hisrc.hifaces20 hifaces20-testing
org.hisrc.hifaces20 hifaces20-tools
org.hisrc.jsonix jsonix-scripts
org.hisrc.juneloop juneloop-core
org.hisrc.juneloop juneloop-project
org.hisrc.juneloop juneloop-schema-jnlp-v_1_5
org.hisrc.juneloop juneloop-schema-jnlp-v_6_0
org.hisrc.juneloop juneloop-schemas-jnlp
org.hornetq hornetq-jboss-as-security
org.hornetq.examples hornetq-examples
org.htmlparser HTMLParserProject
org.htmlparser filterbuilder
org.htmlparser htmllexer
org.htmlparser sitecapturer
org.htmlparser thumbelina
org.hudsonci.plugins analysis-pom
org.hudsonci.plugins goovy-support-plugin
org.hudsonci.plugins hudson-maven3
org.hudsonci.plugins jcaptcha-plugin
org.hudsonci.plugins windows-slaves-plugin
org.hudsonci.tools htmlunit
org.hudsonci.tools svnkit
org.hyperscala hyperscala-root_2.9.1
org.hyperscala hyperscala-root_2.9.2
org.icefaces icefaces-mobi
org.icefaces icepush
org.icefaces.tutorial base
org.icefaces.tutorial.ace base
org.identityconnectors identityconnectors-parent
org.ietf mimedir
org.igniterealtime.smack smackx-debug
org.igniterealtime.smack smackx-jingle
org.ikasan compatibility
org.ikasan compatibility-0.7.10
org.ikasan ikasan-filter
org.ikasan ikasan-filter-framework-integration
org.ikasan ikasan-parent
org.ikasan ikasan-spec
org.im4java im4java
org.imixs.workflow imixs-workflow-soap
org.imixs.workflow org.imixs.workflow.jee.adminclient.web
org.imixs.workflow org.imixs.workflow.jee.jsf-util
org.impalaframework impala-osgi
org.impalaframework impala-osgi-extender
org.impalaframework impala-osgi-test
org.impalaframework.extension impala-extension-dataaccess
org.impalaframework.extension impala-extension-event
org.impalaframework.extension impala-extension-mvc
org.improving scala-improving_2.8.1
org.improving scala-improving_2.9.1
org.incava java-diff
org.infinispan infinispan-license
org.infinitest infinitest
org.iternine jeppetto-dao
org.iternine jeppetto-dao-hibernate
org.iternine jeppetto-dao-jdbc
org.iternine jeppetto-dao-mongo
org.iternine jeppetto-enhance
org.iternine jeppetto-test-functional
org.iternine jeppetto-test-support
org.j4j j4j
org.jacex jacex
org.jacorb jacorb-idl-compiler
org.jasig person-directory
org.jasig.portlet WebProxyPortlet
org.jasig.service delegated-saml-authentication
org.jasypt jasypt-acegisecurity
org.jasypt jasypt-hibernate3
org.jasypt jasypt-hibernate4
org.jasypt jasypt-spring-security
org.jasypt jasypt-spring2
org.jasypt jasypt-spring3
org.jasypt jasypt-spring31
org.jasypt jasypt-springsecurity2
org.jasypt jasypt-springsecurity3
org.jasypt jasypt-wicket13
org.jasypt jasypt-wicket15
org.jaudiotagger jaudiotagger
org.javafunk.matchbox matchbox
org.javalite activeweb-root
org.javasimon javasimon
org.javolution colapi
org.jbehave.web jbehave-web-examples
org.jboss.arquillian.extension arquillian-warp-aggregator
org.jboss.arquillian.extension arquillian-warp-bom
org.jboss.arquillian.graphene graphene-webdriver-drone
org.jboss.as jboss-as-console-testsuite
org.jboss.as standalone-console
org.jboss.envers jboss-envers
org.jboss.errai jacoco-gwt-maven-plugin
org.jboss.jbossas jboss-as-dist
org.jboss.jbossas jboss-as-distribution
org.jboss.jbossas jboss-as-ejb3
org.jboss.jbossas jboss-as-ejb3-core
org.jboss.jbossas jboss-as-ejb3-ext-API
org.jboss.jbossas jboss-metadata
org.jboss.jbossas jboss-snmp
org.jboss.jbossas.snmp snmp-deployer
org.jboss.jbossts jbossts-jopr-plugin
org.jboss.logging jul-to-slf4j-stub
org.jboss.microcontainer jboss-dependency
org.jboss.msc jboss-msc
